Unnamed: 0,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_ident,Densidad_cuarta,pH_ident,Sulfatos_cuarta,Alcohol_sqr,CalifProductor_ident,PrecioBotella_log,aleatorio_cuarta,aleatorio2_log,Compra
5744,0.25,-0.77,5.1,0.047,0.99604,2.45,1.14,9.2,2,1.0,B,*,2,0.0,0.896547745,0.345227941,2.987870498,1.155220337,3.077699467,3.092109203,100.5640376,1.947145607,193.5146288,6.892983742,1.519975853,-9.210340372,92.80398398,0.1763482,1
5745,1.43,0.46,-20.0,0.334,1.00098,3.11,0.59,9.7,2,4.44,B,***,2,0.0,0.773117465,0.992420409,4.520726666,1.341775712,2.326992503,4.006961411,127.3210263,2.943308476,96.82559289,7.662550728,1.519975853,0.843365693,51.31678087,1.232285982,1
5746,0.45,0.24,2.1,0.411,1.00664,4.24,0.66,13.2,2,6.46,MB,****,2,7.692307692,0.141493547,0.942305002,3.247676628,1.313886918,2.987973535,4.252409564,164.1767277,4.648860054,106.4834134,14.18957659,1.519975853,1.305327094,0.057593186,1.180468286,1
5747,1.61,1.61,4.75,-0.051,0.9928,2.26,0.96,11.5,3,1.87,M,**,1,0.0,0.515095009,0.867028982,4.754552183,1.465028938,3.067231442,2.779720645,85.46845468,1.660371448,156.2814157,10.77012301,2.279913779,-0.531240754,10.11214627,1.097211889,1
5748,-1.09,-0.13,-1.9,0.051,1.04143,2.51,-2.32,9.9,2,5.47,MM,Desc,3,0.0,0.821603288,0.689001652,1.247169425,1.262535596,2.868338959,3.104859757,592.862068,2.037705868,1e-16,7.981778092,1.519975853,1.105272716,65.45219228,0.867383806,1
5749,0.33,0.3,57.0,0.036,0.98922,2.13,-0.84,13.1,2,3.5,B,****,1,7.692307692,0.744981883,0.559255778,3.09179295,1.321669153,4.62995809,3.057045181,70.83758997,1.46415755,6.47915811,13.97540304,1.519975853,0.524201132,44.24473083,0.658747806,1
5750,0.25,0.3,4.5,-0.425,0.9921,3.18,-1.23,11.1,2,5.56,B,****,3,0.0,0.200329402,0.081712409,2.987870498,1.321669153,3.059754281,1.5875439,82.4441868,3.048962113,1.906411576,10.03394911,1.519975853,1.125206278,0.231393136,-1.264630372,1
5751,-0.93,1.88,13.0,0.017,1.01146,3.08,-0.88,11.1,3,1.85,R,**,1,0.0,0.225166273,0.921269124,1.455014329,1.489876063,3.313977755,2.996480053,201.4201262,2.898028345,5.806637432,10.03394911,2.279913779,-0.554493613,0.369292957,1.157891538,1
5752,1.19,-1.15,71.1,-0.056,0.98175,3.21,1.21,9.2,2,2.36,M,Desc,1,16.66666667,0.739079124,0.832179499,4.20895931,1.073862274,5.051669971,2.763782453,46.41905002,3.094242244,209.656004,6.892983742,1.519975853,-0.084555276,42.85906842,1.056187751,1
5753,-0.79,0.34,-34.3,0.601,0.98961,2.67,0.37,7.7,2,1.42,M,**,2,7.692307692,0.612468785,0.991801875,1.63687862,1.326781922,1.899298894,4.858060851,72.33273908,2.279199897,70.70202589,4.828580705,1.519975853,-1.259297016,20.21258914,1.231662531,1
5754,0.31,0.91,1.0,0.101,1.00578,3.06,0.56,9.5,2,1.73,R,*,1,7.692307692,0.996366832,0.603523708,3.065812337,1.393944782,2.955074027,3.264241674,158.1178098,2.867841592,92.89422951,7.349837975,1.519975853,-0.706656809,141.5621438,0.734925911,1
5755,-0.54,0.44,10.3,0.478,0.99564,3.99,0.38,12.6,2,3.6,M,***,3,0.0,0.256469712,0.609782382,1.961636283,1.339311543,3.233224416,4.465981334,98.59977719,4.271525634,71.75919745,12.92896508,1.519975853,0.563419568,0.621567347,0.745242692,1
5756,1.43,-0.09,-45.3,0.032,0.99622,2.48,1.0,9.1,2,2.41,R,Desc,2,0.0,0.565396638,0.226551038,4.520726666,1.268394158,1.57030381,3.044294628,101.4574652,1.992425737,164.045267,6.743956304,1.519975853,-0.04845413,14.67920254,-0.244883125,1
5757,-1.11,0.39,-29.4,-0.512,0.95701,4.18,0.48,8.0,3,3.6,B,**,2,7.692307692,0.411071551,0.68233212,1.221188812,1.333090894,2.045851249,1.310219363,7.352878876,4.558299793,82.99511098,5.212145562,2.279913779,0.563419568,4.101816043,0.857656686,1
5758,0.66,0.0,13.0,-0.544,1.00698,4.07,0.5,20.4,2,1.22,R,**,3,0.0,0.170329737,0.177978833,3.520473065,1.281286964,3.313977755,1.208214936,166.6195094,4.392272649,85.39184747,33.89017182,1.519975853,-1.905603965,0.120936109,-0.486186112,1
5759,0.31,1.61,7.4,-0.923,0.98449,3.57,0.31,9.8,3,4.37,R,***,2,0.0,0.295354873,0.623137898,3.065812337,1.465028938,3.146489348,0.0001,54.48812052,3.637603809,64.6021689,7.821350084,2.279913779,0.82280786,1.093219412,0.766908312,1
5760,0.25,0.25,16.0,0.77,0.948,3.24,-1.04,9.5,1,1.27,MM,*,3,0.0,0.867709283,0.844846478,2.987870498,1.315193576,3.403703687,5.396771733,2.81940373,3.139522374,3.625171927,7.349837975,0.760037926,-1.700934068,81.42745265,1.071294478,1
5761,0.22,-1.23,1.4,-0.562,0.98958,3.79,0.7,11.7,2,1.13,M,Desc,1,0.0,0.391526102,0.42269946,2.948899578,1.054151528,2.967037484,1.150837446,72.21689485,3.969658098,112.316604,11.14798187,1.519975853,-2.431231698,3.375611598,0.378803569,0
5762,-0.57,0.39,-7.7,0.136,0.98361,3.23,-1.03,15.2,4,1.71,B,**,3,7.692307692,0.210383305,0.295315171,1.922665364,1.333090894,2.694868824,3.375809017,51.79040544,3.124428997,3.739784651,18.8150647,3.039851705,-0.734430663,0.281456128,0.020187534,1
5763,0.29,-2.14,7.7,0.09,1.07123,4.16,1.5,9.5,3,1.09,R,**,2,0.0,0.969081194,0.805727163,3.039831724,0.626891059,3.155461941,3.229177653,1380.059684,4.52811304,287.5136501,7.349837975,2.279913779,-2.798451144,126.680995,1.023884853,1
5764,0.24,0.39,10.0,0.648,1.00572,3.12,0.59,10.8,5,2.09,B,Desc,1,0.0,0.239387099,0.928863394,2.974880191,1.333090894,3.224251823,5.007879854,157.7014483,2.958401853,96.82559289,9.498919544,3.799789632,-0.305835324,0.471795627,1.166100998,0
5765,1.68,0.46,5.0,0.083,0.9906,3.04,-0.92,16.0,3,1.32,M,**,3,0.0,0.784914015,0.62218741,4.845484329,1.341775712,3.074708603,3.206864184,76.2344247,2.837654838,5.187881902,20.84766905,2.279913779,-1.531120646,54.5211875,0.765381827,1
5766,1.05,0.0,-29.9,-0.104,1.00787,2.93,0.46,16.3,1,1.29,R,***,3,0.0,0.728169124,0.981275554,4.027095019,1.281286964,2.030896927,2.610775812,173.1429547,2.671627693,80.64918489,21.63676846,0.760037926,-1.629512892,40.38392641,1.220992501,1
5767,-0.84,1.75,41.35,0.056,0.9997,2.65,0.53,9.2,4,1.26,M,**,1,0.0,0.749924457,0.491305773,1.571927088,1.478068981,4.161887812,3.120797949,119.9297609,2.249013143,89.08381656,6.892983742,3.039851705,-1.738653323,45.4306086,0.529208105,1
5768,-2.05,-1.96,9.7,-0.165,0.9961,3.42,0.39,11.5,3,1.31,R,*,2,7.692307692,0.219566064,0.800420274,0.0001,0.778943278,3.215279229,2.416329872,100.8611885,3.411203157,72.82818044,10.77012301,2.279913779,-1.56285443,0.333903844,1.017276626,0
5769,-0.35,0.26,61.4,0.03,1.00668,2.35,0.37,10.9,1,1.0,R,**,3,0.0,0.386059855,0.513492245,2.208452107,1.316496351,4.761556124,3.037919351,164.4627107,1.796211839,70.70202589,9.67563408,0.760037926,-9.210340372,3.191016709,0.573376149,1
5770,2.73,1.69,-44.8,0.094,1.02505,5.26,0.35,17.2,3,1.0,R,Desc,3,7.692307692,0.747001697,0.543888465,6.209466512,1.472522775,1.585258132,3.241928206,340.7763484,6.188384488,68.62276806,24.09201393,2.279913779,-9.210340372,44.72650612,0.630885183,0
5771,-0.77,0.58,16.75,-0.109,1.02972,3.15,-0.45,9.2,4,4.18,B,**,3,0.0,0.658897585,0.450114891,1.662859233,1.356283063,3.42613517,2.59483762,402.2453998,3.003681983,16.51259899,6.892983742,3.039851705,0.764778937,27.0741508,0.441644686,1
5772,-0.13,-0.64,18.2,0.247,0.99269,3.41,1.5,12.1,3,1.0,R,*,1,0.0,0.86567374,0.724540313,2.49423885,1.179474147,3.469502703,3.729636874,84.98779011,3.39610978,287.5136501,11.92324344,2.279913779,-9.210340372,80.66607342,0.917677383,0
5773,0.77,0.39,55.0,0.183,0.99794,3.31,1.24,9.3,3,2.07,M,***,3,0.0,0.994241654,0.754004278,3.663366436,1.333090894,4.570140802,3.52562802,110.2980141,3.245176012,216.8742996,7.043639834,2.279913779,-0.324351833,140.3582527,0.957537905,1
5774,0.2,-1.18,19.5,0.147,1.0122,4.13,0.48,14.7,3,5.74,R,*,2,0.0,0.158234413,0.49877689,2.922918965,1.066598402,3.50838394,3.410873039,207.6546338,4.482832909,82.99511098,17.59761819,2.279913779,1.163919557,0.090076041,0.544300229,1
5775,0.61,0.37,-9.8,-0.411,0.99045,3.26,0.6,6.9,2,1.81,R,**,1,7.692307692,0.704368634,0.401321677,3.455521532,1.330578067,2.632060671,1.632170837,75.63334857,3.169709128,98.16336223,3.87740181,1.519975853,-0.602687117,35.35743226,0.326905708,1
5776,1.21,-0.46,34.5,0.547,0.9911,2.33,1.57,11.9,4,4.62,R,Desc,2,7.692307692,0.748466503,0.36611766,4.234939923,1.210767098,3.9570136,4.68592838,78.26391494,1.766025085,309.173785,11.53235535,3.039851705,0.894366108,45.0783517,0.235097698,1
5777,1.085,0.51,14.6,0.784,1.05955,3.09,-0.52,9.1,4,3.53,MM,Desc,3,0.0,0.744875787,0.003090401,4.072561091,1.347877436,3.361831585,5.44139867,1011.945149,2.913121722,14.17563034,6.743956304,3.039851705,0.536129,44.21953234,-4.53885378,1
5778,0.495,-0.55,5.0,0.209,0.99396,3.3,0.49,9.3,2,2.97,M,**,3,7.692307692,0.172885157,0.928936176,3.306133007,1.195427778,3.074708603,3.608506617,90.66233947,3.230082635,84.18708252,7.043639834,1.519975853,0.28595987,0.128357932,1.166179351,1
5779,1.0,-1.03,9.4,0.307,0.99714,3.07,0.61,9.4,3,3.03,R,**,2,0.0,0.220281442,0.434644321,3.962143486,1.10153604,3.206306636,3.920895175,106.1171999,2.882934969,99.51494617,7.195924578,2.279913779,0.3159599,0.338276493,0.406670041,1
5780,0.25,-0.49,8.1,-0.027,0.9958,2.69,3.38,6.1,2,2.61,MM,Desc,2,0.0,0.095899741,0.691994014,2.987870498,1.205718856,3.167425399,2.856223965,99.38199536,2.30938665,1425.248278,3.030456694,1.519975853,0.084177305,0.012155698,0.871717428,1
5781,-0.9,0.13,20.0,0.036,0.99388,4.37,0.01,9.7,3,2.09,M,Desc,2,7.692307692,0.551826134,0.318961021,1.493985249,1.299249432,3.523338262,3.057045181,90.29673175,4.845073952,39.79748965,7.662550728,2.279913779,-0.305835324,13.31986245,0.097212729,0
5782,-0.66,0.25,1.4,0.036,1.01217,3.03,0.34,16.9,3,3.37,R,**,2,7.692307692,0.410753609,0.209923525,1.805752605,1.315193576,2.967037484,3.057045181,207.399105,2.822561461,67.60050812,23.25894089,2.279913779,0.470803602,4.089141068,-0.321109314,1
5783,-0.51,1.84,1.6,-0.559,0.9948,2.2,0.22,13.0,2,1.93,M,**,1,0.0,0.620573047,0.349146774,2.000607203,1.486273024,2.973019213,1.160400361,94.56861339,1.569811187,56.20321283,13.76285814,1.519975853,-0.464560354,21.30380625,0.187635619,1
5784,0.28,0.41,-60.9,0.044,0.98671,3.28,0.45,15.2,3,6.53,M,**,3,0.0,0.788904782,0.735744036,3.026841417,1.33558959,1.103728963,3.082546288,61.76199807,3.199895881,79.49504952,18.8150647,2.279913779,1.318065776,55.63846778,0.933022215,1
5785,1.51,1.07,3.3,0.271,0.96993,3.18,-0.85,10.0,2,2.52,M,***,2,0.0,0.644485519,0.934870636,4.624649118,1.411156789,3.023863908,3.806140195,21.36235443,3.048962113,6.30582329,8.143834753,1.519975853,0.026658904,24.78201981,1.172547463,1
5786,1.46,1.94,34.9,-0.162,0.9983,4.75,-0.68,9.9,2,1.0,R,**,1,0.0,0.998835628,0.094395272,4.559697586,1.495232096,3.968977058,2.425892787,112.2191521,5.418622271,9.768693552,7.981778092,1.519975853,-9.210340372,142.9703959,-1.120348859,1
5787,-1.16,0.28,4.75,0.042,0.9928,1.31,-0.44,11.5,3,4.29,R,*,2,0.0,0.893698446,0.110953375,1.15623728,1.319090359,3.067231442,3.076171012,85.46845468,0.226500652,16.86863521,10.77012301,2.279913779,0.798783749,91.6298617,-0.958733239,1
5788,1.42,0.89,57.3,0.107,0.99608,2.75,1.82,6.3,4,3.66,R,**,2,7.692307692,0.095145876,0.052517296,4.507736359,1.391747915,4.638930683,3.283367505,100.7620651,2.399946911,396.6460376,3.232421056,3.039851705,0.586232961,0.011778017,-1.706678785,0
5789,0.08,-0.66,17.2,-0.483,1.04751,3.23,0.43,8.8,2,1.72,B,**,1,0.0,0.708813266,0.449468303,2.767035287,1.17583955,3.439594059,1.402660876,715.1155969,3.124428997,77.22398457,6.306645904,1.519975853,-0.720447315,36.25833067,0.440207165,1
5790,0.97,0.41,55.6,0.044,0.96467,3.28,0.47,5.8,3,4.68,R,*,1,0.0,0.6726776,0.194062836,3.923172566,1.33558959,4.588085989,3.082546288,14.31183986,3.199895881,81.81584196,2.739725047,2.279913779,0.910804168,29.41103116,-0.399669754,1
5791,0.28,-0.41,1.0,0.04,0.97041,2.88,0.41,10.2,4,2.49,R,Desc,2,7.692307692,0.628890421,0.96305437,3.026841417,1.219043119,2.955074027,3.069795735,22.11510548,2.596160809,75.00193164,8.472834034,3.039851705,0.00672665,22.46906209,1.202249101,0
5792,0.14,0.74,8.1,0.04,0.96932,3.74,-0.3,10.4,3,1.15,M,*,2,7.692307692,0.493768807,0.026726815,2.844977126,1.374929964,3.167425399,3.069795735,20.43365636,3.894191214,22.48268038,8.808347926,2.279913779,-2.288282504,8.538679522,-2.382113748,1
5793,1.72,0.26,9.55,0.474,0.9919,3.14,0.37,12.4,2,5.69,R,****,2,7.692307692,0.150921838,0.404414289,4.897445555,1.316496351,3.210792933,4.453230781,81.59504788,2.988588606,70.70202589,12.52179046,1.519975853,1.153315337,0.074545541,0.334582194,1
5794,-0.7,1.62,52.4,0.114,0.95931,2.37,1.56,11.7,4,2.34,B,Desc,3,0.0,0.110025451,0.946111001,1.753791379,1.465971968,4.492378328,3.305680973,9.088083553,1.826398593,306.0069333,11.14798187,3.039851705,-0.099368737,0.021059531,1.184499173,0
5795,1.57,0.34,-5.3,-0.463,1.0252,3.21,0.38,14.3,2,1.28,B,****,1,0.0,0.864157047,0.13617371,4.702590957,1.326781922,2.766649569,1.466413643,342.6334769,3.094242244,71.75919745,16.65297674,1.519975853,-1.664585992,80.10224692,-0.753915611,1
5796,0.915,0.03,-59.4,0.222,0.995,3.61,0.49,9.6,2,1.34,B,Desc,2,0.0,0.128581744,0.968144812,3.851725881,1.285499316,1.148591929,3.649945915,95.51698826,3.697977316,84.18708252,7.505380025,1.519975853,-1.47052322,0.039278953,1.207520896,0
5797,2.62,0.27,15.5,0.297,0.99408,2.55,1.25,8.9,2,2.78,R,Desc,2,0.0,0.005269431,0.952749568,6.066573141,1.31779527,3.388749365,3.889018792,91.21283137,2.098079375,219.321312,6.450787384,1.519975853,0.184547711,1.12e-07,1.191491343,0
5798,0.23,1.49,6.4,0.152,0.9555,3.15,0.42,9.5,2,1.07,M,Desc,2,0.0,0.735663718,0.276653797,2.961889885,1.453567848,3.116580704,3.426811231,6.357468988,3.003681983,76.10687611,7.349837975,1.519975853,-3.049296563,42.07232339,-0.045088234,0
5799,1.06,0.49,2.3,0.099,0.98935,2.17,-0.23,15.3,4,5.59,R,Desc,3,0.0,0.16443614,0.724271732,4.040085325,1.345446702,2.993955264,3.257866398,71.3333721,1.524531057,25.76469947,19.06343996,3.039851705,1.131763466,0.105048183,0.917306624,0
5800,-0.18,2.11,-8.3,0.297,0.9903,3.9,2.11,10.8,2,2.75,R,***,3,0.0,0.353924362,0.625826288,2.429287318,1.510102861,2.676923637,3.889018792,75.03583388,4.135685243,520.012894,9.498919544,1.519975853,0.16755156,2.254022933,0.771213295,1
5801,-0.34,0.4,1.7,0.041,0.99268,3.16,1.37,7.5,2,1.0,R,**,2,7.692307692,0.729748661,0.887521528,2.221442413,1.334341997,2.976010077,3.072983373,84.9441941,3.01877536,250.3294628,4.581014065,1.519975853,-9.210340372,40.73546262,1.120572203,1
5802,0.88,0.35,39.2,0.643,0.9938,3.3,0.53,10.4,2,4.24,MM,**,2,7.692307692,0.886403254,0.912533837,3.806259808,1.328050923,4.097584227,4.991941662,89.93223091,3.230082635,89.08381656,8.808347926,1.519975853,0.783470208,88.67447412,1.148364524,1
5803,0.39,-0.65,1.8,0.052,1.04866,3.75,0.75,9.8,7,2.56,R,**,3,0.0,0.838699464,0.6954376,3.169734789,1.177661055,2.979000942,3.108047395,740.2131224,3.909284591,119.9413202,7.821350084,5.319665484,0.052631894,71.07229715,0.876681395,0
5804,-0.99,-0.75,2.6,-0.444,0.95363,3.11,2.69,11.2,2,3.95,R,**,2,7.692307692,0.14925466,0.303959343,1.37707249,1.159051753,3.002927857,1.526978772,5.268962031,2.943308476,850.6401932,10.21554961,1.519975853,0.689706539,0.07130612,0.049038116,1
5805,-0.01,0.44,6.5,0.503,0.9952,4.23,-0.88,9.5,3,1.58,R,*,1,0.0,0.001530517,0.433727879,2.650122528,1.339311543,3.119571569,4.545672293,96.47247836,4.633766677,5.806637432,7.349837975,2.279913779,-0.936620813,8.19e-10,0.404559337,1
5806,-0.57,0.26,55.6,0.502,0.9926,3.37,0.44,10.4,2,1.45,R,**,1,0.0,0.836552761,0.167375275,1.922665364,1.316496351,4.588085989,4.542484654,84.59602947,3.335736273,78.35334595,8.808347926,1.519975853,-1.190327631,70.34744292,-0.547611511,1
5807,1.15,0.35,29.7,0.314,1.02976,3.3,2.47,8.7,1,1.0,R,*,1,7.692307692,0.544803968,0.513621564,4.156998084,1.328050923,3.813452109,3.943208644,402.8053738,3.230082635,710.7854467,6.164133077,0.760037926,-9.210340372,12.65471375,0.57362796,1
5808,0.53,0.27,-4.0,0.404,0.98864,2.2,0.66,9.4,4,1.17,MM,Desc,1,0.0,0.101785616,0.81312022,3.35159908,1.31779527,2.805530807,4.230096096,68.65705317,1.569811187,106.4834134,7.195924578,3.039851705,-2.163235344,0.015425543,1.033018622,1
5809,0.55,-0.67,-35.2,0.106,0.9959,3.05,0.63,9.2,3,3.56,M,Desc,3,0.0,0.711694806,0.109140007,3.377579693,1.17400954,1.872381114,3.280179866,99.87323932,2.852748215,102.2599373,6.892983742,2.279913779,0.547916271,36.85152769,-0.975211454,0
5810,-0.77,0.26,-8.9,0.052,0.99388,3.16,0.4,7.5,2,5.03,R,Desc,2,0.0,0.038599864,0.450662239,1.662859233,1.316496351,2.658978451,3.108047395,90.29673175,3.01877536,73.90906251,4.581014065,1.519975853,1.001654299,0.000319336,0.44285996,1
5811,1.76,-0.71,-10.2,-0.554,1.01196,3.0,0.35,13.5,4,3.27,R,*,1,7.692307692,0.922858308,0.772224022,4.949406781,1.166602563,2.620097214,1.176338553,205.6170001,2.777281331,68.62276806,14.84186916,3.039851705,0.42769623,104.1866864,0.981414485,1
5812,0.46,0.42,42.1,0.269,0.99477,3.14,3.03,10.9,3,3.24,R,**,3,0.0,0.734241778,0.323696216,3.260666934,1.336833698,4.184319295,3.799764918,94.42696865,2.988588606,1106.134861,9.67563408,2.279913779,0.414393137,41.74799088,0.111949195,1
5813,-0.63,0.16,-56.7,0.299,0.9958,3.08,2.16,10.2,2,1.9,R,*,3,0.0,0.63932612,0.17370885,1.844723525,1.303290551,1.229345268,3.895394069,99.38199536,2.898028345,543.8897289,8.472834034,1.519975853,-0.497344872,23.9979506,-0.510469811,1
5814,0.21,-0.86,1.2,0.04,1.03216,3.57,-0.08,11.3,1,6.29,R,*,2,0.0,0.047418624,0.987670193,2.935909272,1.137488929,2.961055755,3.069795735,437.4880832,3.637603809,33.99592376,10.39877875,0.760037926,1.273697421,0.000727072,1.227488005,1
5815,-0.33,0.47,1.6,0.113,1.04364,3.34,2.24,9.2,2,2.67,R,**,1,0.0,0.875980971,0.479072175,2.23443272,1.343002722,2.973019213,3.302493335,635.320743,3.290456142,583.7911958,6.892983742,1.519975853,0.12076345,84.57700169,0.503992794,1
5816,-0.4,-0.87,7.0,0.038,0.99206,1.76,1.14,14.0,2,1.18,M,**,2,0.0,0.512909261,0.033122364,2.143500574,1.13546684,3.134525891,3.063420458,82.27383128,0.905702608,193.5146288,15.9615965,1.519975853,-2.106125261,9.941601466,-2.167588234,1
5817,0.63,0.58,94.65,0.05,1.04487,2.5,0.54,9.2,4,4.95,R,**,1,0.0,0.036485173,0.436471434,3.481502145,1.356283063,5.756018537,3.101672118,659.917255,2.022612491,90.34067054,6.892983742,3.039851705,0.981604246,0.000254923,0.410864906,1
5818,0.28,0.23,6.0,-0.078,0.994,3.15,-0.35,10.2,2,4.26,R,**,3,7.692307692,0.970841877,0.032724476,3.026841417,1.31257635,3.104617247,2.693654409,90.84555912,3.003681983,20.33806065,8.472834034,1.519975853,0.789623793,127.6041388,-2.179672835,1
5819,0.35,-0.99,56.7,0.157,0.98516,3.11,0.53,9.0,3,1.77,B,*,2,0.0,0.020433268,0.094334874,3.117773563,1.110313324,4.620985497,3.442749422,56.61168553,2.943308476,89.08381656,6.596557518,2.279913779,-0.653321359,2.51e-05,-1.120988885,1
5820,-0.99,0.46,1.45,0.039,0.9944,1.69,2.03,9.5,5,1.0,M,*,3,7.692307692,0.331089328,0.475801909,1.37707249,1.341775712,2.968532916,3.066608097,92.69306771,0.80004897,483.4559442,7.349837975,3.799789632,-9.210340372,1.726244045,0.497143171,1
5821,1.18,-0.25,43.7,0.031,0.98987,2.06,1.11,12.4,2,2.28,R,**,2,0.0,0.530791992,0.572038373,4.195969003,1.244452385,4.232173125,3.04110699,73.34257018,1.358503912,186.8900987,12.52179046,1.519975853,-0.145173096,11.40223428,0.68134686,1
5822,2.005,0.0,4.3,0.508,1.03037,3.59,2.39,4.7,2,2.13,B,Desc,3,7.692307692,0.268958751,0.389055011,5.26766929,1.281286964,3.053772552,4.561610485,411.4176357,3.667790562,664.4781022,1.799115273,1.519975853,-0.269800193,0.75176475,0.295863337,0
5823,0.26,0.85,62.7,-0.07,1.00741,2.31,-0.4,11.4,2,1.69,R,**,3,0.0,0.211965887,0.747091591,3.000860804,1.387322706,4.800437361,2.719155516,169.7478289,1.735838332,18.35065957,10.58363655,1.519975853,-0.762997994,0.290020439,0.948327679,1
5824,0.26,0.68,1.4,0.02,0.99089,1.16,2.3,19.9,2,8.11,R,**,2,0.0,0.592655755,0.983639328,3.000860804,1.368026527,2.967037484,3.006042968,77.40665644,0.0001,615.1281664,32.24927559,1.519975853,1.569374257,17.72137951,1.223398478,1
5825,0.47,0.65,10.4,-0.164,0.9976,2.96,0.42,10.4,3,2.31,R,Desc,2,0.0,0.801645682,0.303083383,3.273657241,1.36453525,3.23621528,2.419517511,108.5063564,2.716907824,76.10687611,8.808347926,2.279913779,-0.122008685,59.32068046,0.046152143,1
5826,2.07,-0.18,50.5,0.252,0.99974,2.74,0.62,8.7,1,1.45,R,Desc,3,0.0,0.618942407,0.796567205,5.352106283,1.255095758,4.435551904,3.745575066,120.1557434,2.384853534,100.8804395,6.164133077,0.760037926,-1.190327631,21.08077798,1.012451209,1
5827,1.33,2.83,-33.0,0.081,0.99745,3.48,0.03,7.9,3,1.15,R,Desc,2,0.0,0.967313274,0.064021945,4.390823601,1.568665163,1.938180131,3.200488907,107.7228973,3.501763417,41.18156576,5.082661957,2.279913779,-2.288282504,125.759106,-1.508602927,0
5828,-2.05,0.28,7.25,0.724,0.99238,2.51,0.37,9.8,3,1.87,R,***,2,0.0,0.121000792,0.467519231,0.0001,1.319090359,3.142003052,5.250140369,83.64409442,2.037705868,70.70202589,7.821350084,2.279913779,-0.531240754,0.030804057,0.479582127,1
5829,0.22,0.34,1.4,0.023,0.97857,4.17,0.7,11.7,2,1.66,R,**,2,0.0,0.316950818,0.204764009,2.948899578,1.326781922,2.967037484,3.015605883,38.21671757,4.543206417,112.316604,11.14798187,1.519975853,-0.807440008,1.449747628,-0.345994207,1
5830,0.26,-0.87,-33.8,0.055,1.03343,2.01,2.4,9.0,1,1.84,R,*,3,7.692307692,0.724221139,0.413176382,3.000860804,1.13546684,1.914253216,3.11761031,456.7225488,1.283037028,670.1391137,6.596557518,0.760037926,-0.566325998,39.51522703,0.356016834,1
5831,1.26,1.42,72.4,-0.137,1.04695,4.08,0.65,16.1,4,1.78,R,**,2,0.0,0.103324299,0.552663224,4.299891455,1.446754975,5.090551208,2.505583746,703.1279253,4.407366025,105.0613283,21.10907354,3.039851705,-0.640420418,0.016379512,0.646889738,1
5832,0.52,1.38,3.0,0.094,0.94722,3.36,0.62,9.1,3,3.31,R,**,1,0.0,0.334534091,0.96372481,3.338608773,1.442818281,3.014891315,3.241928206,2.564177768,3.320642896,100.8804395,6.743956304,2.279913779,0.445162794,1.799211415,1.202945018,1
5833,0.1,0.35,4.9,-0.309,0.97842,4.17,0.79,9.7,2,2.38,R,*,2,0.0,0.783586034,0.823764749,2.7930159,1.328050923,3.071717738,1.957309949,37.85881616,4.543206417,126.3153715,7.662550728,1.519975853,-0.069958054,54.15315631,1.046024606,1
5834,1.5,2.1,2.4,0.107,1.04647,1.63,0.45,16.6,7,1.73,M,*,1,7.692307692,0.62169589,0.939304519,4.611658812,1.509240207,2.996946128,3.283367505,692.9732887,0.70948871,79.49504952,22.44052574,5.319665484,-0.706656809,21.45840708,1.177279018,0
5835,0.17,1.34,1.5,0.028,0.9922,3.3,1.43,10.8,3,2.14,B,**,2,0.0,0.598602561,0.969282296,2.883948046,1.438849097,2.970028349,3.031544075,82.87123302,3.230082635,267.0120585,9.498919544,2.279913779,-0.260990712,18.44341576,1.208695114,1
5836,0.22,0.41,-82.5,-0.084,1.01158,3.23,0.7,9.1,2,4.23,R,*,1,7.692307692,0.988237639,0.687532462,2.948899578,1.33558959,0.457702253,2.674528579,202.4214613,3.124428997,112.316604,6.743956304,1.519975853,0.780379157,136.9985143,0.865249189,0
5837,1.23,-0.78,2.4,0.021,0.99599,3.27,0.81,11.0,4,1.44,M,Desc,2,0.0,0.131569131,0.124493892,4.260920536,1.153290247,2.996946128,3.009230606,100.3169139,3.184802505,129.5960208,9.853977269,3.039851705,-1.212793014,0.043058032,-0.8435888,0
5838,0.22,-0.35,2.0,0.553,0.99225,3.37,0.58,10.1,1,3.86,B,****,1,0.0,0.991921463,0.978274499,2.948899578,1.228756943,2.984982671,4.705054211,83.08537719,3.335736273,95.50154369,8.307520067,0.760037926,0.658724572,139.052675,1.217929502,1
5839,0.42,0.41,48.7,0.433,0.9951,2.08,0.52,11.0,5,3.78,R,**,1,0.0,0.31743983,0.205241544,3.208705708,1.33558959,4.381716345,4.322537608,95.99384169,1.388690666,87.84012279,9.853977269,3.799789632,0.630355365,1.458714993,-0.343664823,1
5840,0.805,1.28,2.5,0.068,0.95542,3.74,0.45,9.8,3,1.0,B,Desc,3,16.66666667,0.050078177,0.647971078,3.708832509,1.432833012,2.999936993,3.159049609,6.307719598,3.894191214,79.49504952,7.821350084,2.279913779,-9.210340372,0.000904372,0.8059864,0
